"Wright2-0652",NA,"Cozzens; Frederick Swartwout","The Sparrowgrass papers or Living in the country",NA,NA,1856,NA,NA
"Wright2-0653",NA,"Craig; B. F.","The border ruffian or Kansas and Missouri",NA,NA,1863,NA,NA
"Wright2-0654",NA,"Craven; B.","Mary Barker",NA,NA,1865,NA,NA
"Wright2-0655",NA,"Creamer; Hannah Gardner.","Delia's doctors or A glance behind the scenes",NA,NA,1852,NA,NA
"Wright2-0657",NA,"Pleasants; Julia","Callamura",NA,NA,1868,NA,NA
"Wright2-0658",NA,"Cridge; Annie Denton.","Man's rights or How would you like it?",NA,NA,1870,NA,NA
"Wright2-0659",NA,"Green; Invisible","Green peas",NA,NA,1856,NA,NA
"Wright2-0660",NA,"Criswell; Robert.","""Uncle Tom's Cabin"" contrasted with Buckingham Hall the planter's home or A fair view of both sides of the slavery question",NA,NA,1852,NA,NA
"Wright2-0661",NA,"Crofton; Francis Blake","The bewildered querists and other nonsense",NA,NA,1875,NA,NA
"Wright2-0666",NA,"Crozier; R. H.","The bloody junto or The escape of John Wilkes Booth",NA,NA,1869,NA,NA
"Wright2-0668",NA,"M. A. C.","Cameron Hall",NA,NA,1867,NA,NA
"Wright2-0669",NA,"Thomas; Annie","Lady Lorme's stratagem",NA,NA,1865,NA,NA
"Wright2-0670",NA,"Cummins; Maria S.","El Fureidis",NA,NA,1860,NA,NA
"Wright2-0671",NA,"Cummins; Maria S.","Haunted hearts",NA,NA,1864,NA,NA
"Wright2-0672",NA,"Cummins; Maria S.","The lamplighter",NA,NA,1854,NA,NA
"Wright2-0673",NA,"Cummins; Maria S.","Mabel Vaughan",NA,NA,1857,NA,NA
"Wright2-0674",NA,"Currier; Sophronia.","Alice Tracy or Faint yet pursuing",NA,NA,1868,NA,NA
"Wright2-0675",NA,"Currier; Sophronia.","By the sea",NA,NA,1871,NA,NA
"Wright2-0676",NA,"Curtis; George William","The Potiphar papers",NA,NA,1853,NA,NA
"Wright2-0677",NA,"Curtis; George William","Prue and I",NA,NA,1856,NA,NA
"Wright2-0678",NA,"Curtis; George William","Trumps",NA,NA,1861,NA,NA
"Wright2-0679",NA,"Custard; Ethelinda.","The discipline of storms",NA,NA,1859,NA,NA
"Wright2-0680",NA,"Cutler; Helen R.","Jottings from life or Passages from the diary of an itinerant's wife",NA,NA,1864,NA,NA
"Wright2-0681",NA,"Cutler; Lizzie Petit","Household mysteries",NA,NA,1856,NA,NA
"Wright2-0682",NA,"Cutler; Lizzie Petit","Light and darkness or The shadow of fate",NA,NA,1855,NA,NA
"Wright2-0683",NA,"Cutter; Louise J.","Cypress leaves",NA,NA,1856,NA,NA
"Wright2-0684",NA,"Dana; John Jay","Humpy Dumpy or The corner grocery",NA,NA,1874,NA,NA
"Wright2-0689",NA,"Davis; Eliza B.","Edith or The light of home",NA,NA,1856,NA,NA
"Wright2-0690",NA,"Davis; L. Clarke","A stranded ship",NA,NA,1869,NA,NA
"Wright2-0691",NA,"Davis; Lucius Daniel","Life in the itinerancy",NA,NA,1856,NA,NA
"Wright2-0692",NA,"Davis; Lucius Daniel","Life in the laity or The history of a station",NA,NA,1858,NA,NA
"Wright2-0693",NA,"Davis; Minnie S.","The harvest of love",NA,NA,1859,NA,NA
"Wright2-0694",NA,"Davis; Minnie S.","Marion Lester or The mother's mistake",NA,NA,1856,NA,NA
"Wright2-0695",NA,"Davis; Peter Seibert","The young parson",NA,NA,1863,NA,NA
"Wright2-0696",NA,"Davis; Rebecca Harding","Dallas Galbraith",NA,NA,1868,NA,NA
"Wright2-0697",NA,"Davis; Rebecca Harding","John Andross",NA,NA,1874,NA,NA
"Wright2-0698",NA,"Davis; Rebecca Harding","Kitty's choice",NA,NA,1874,NA,NA
"Wright2-0699",NA,"Davis; Rebecca Harding","Margret Howth",NA,NA,1862,NA,NA
"Wright2-0700",NA,"Davis; Rebecca Harding","Waiting for the verdict",NA,NA,1868,NA,NA
"Wright2-0702",NA,"Anonymous","The Day after to-morrow",NA,NA,1871,NA,NA
"Wright2-0704v1",NA,"Dayton; A. C.","Theodosia Ernest or The heroine of faith vol. 1",NA,NA,1858,NA,NA
"Wright2-0704v2",NA,"Dayton; A. C.","Theodosia Ernest or The heroine of faith",NA,NA,1858,NA,NA
"Wright2-0705",NA,"DeCosta; B. F.","The Rector of Roxburgh",NA,NA,1873,NA,NA
"Wright2-0706",NA,"Deen; E. W.; Mrs.","The fixed stars or The goddess of truth and justice",NA,NA,1865,NA,NA
"Wright2-0707",NA,"De Forest; John William","Honest John Vane",NA,NA,1875,NA,NA
"Wright2-0708",NA,"De Forest; John William","Kate Beaumont",NA,NA,1872,NA,NA
"Wright2-0709",NA,"De Forest; John William","Miss Ravenel's conversion from secession to loyalty",NA,NA,1867,NA,NA
"Wright2-0710",NA,"De Forest; John William","Overland",NA,NA,1871,NA,NA
"Wright2-0712",NA,"De Forest; John William","Seacliff or The mystery of the Westervelts",NA,NA,1859,NA,NA
"Wright2-0719",NA,"De Lesdernier; Emily Pierpont.","Headland home or A soul's pilgrimage",NA,NA,1868,NA,NA
"Wright2-0720",NA,"De Lesdernier; Emily Pierpont.","Hortense",NA,NA,1867,NA,NA
"Wright2-0721",NA,"Denison; Mary A.","The days and ways of the cocked hats or The dawn of the Revolution",NA,NA,1860,NA,NA
"Wright2-0722",NA,"Denison; Mary A.","Gracie Amber",NA,NA,1857,NA,NA
"Wright2-0723",NA,"Denison; Mary A.","Home pictures",NA,NA,1853,NA,NA
"Wright2-0725",NA,"Denison; Mary A.","Lieutenant Messinger",NA,NA,1863,NA,NA
"Wright2-0727",NA,"Denison; Mary A.","The master",NA,NA,1862,NA,NA
"Wright2-0730",NA,"Denison; Mary A.","Old Hepsy",NA,NA,1858,NA,NA
"Wright2-0731",NA,"Denison; Mary A.","Opposite the jail",NA,NA,1859,NA,NA
"Wright2-0732",NA,"Denison; Mary A.","Out of prison",NA,NA,1864,NA,NA
"Wright2-0733",NA,"Denison; Mary A.","Victor Norman rector",NA,NA,1873,NA,NA
"Wright2-0734",NA,"Denison; Mary A.","What not",NA,NA,1855,NA,NA
"Wright2-0736",NA,"De Normand; Hugh.","Julienne",NA,NA,1854,NA,NA
"Wright2-0740",NA,"Derby; George Horatio","The Squibob papers",NA,NA,1865,NA,NA
"Wright2-0741",NA,"Anonymous","[""The Derienni"" or Land pirates of the isthmus]",NA,NA,1853,NA,NA
"Wright2-0742",NA,"Darrington-Deslonde; Maria.","The miller of Silcott Mill",NA,NA,1875,NA,NA
"Wright2-0743",NA,"Desmos.","Old Toney and his master or The abolitionist and the land-pirate",NA,NA,1861,NA,NA
"Wright2-0744",NA,"Detter; Thomas.","Nellie Brown or The jealous wife",NA,NA,1871,NA,NA
"Wright2-0745",NA,"Devereux; George H.","Sam Shirk",NA,NA,1871,NA,NA
"Wright2-0747",NA,"De Witt; Jennie.","Kate Weston or To will and to do",NA,NA,1855,NA,NA
"Wright2-0749",NA,"Diaz; Abby Morton","Lucy Maria",NA,NA,1874,NA,NA
"Wright2-0750",NA,"Diaz; Abby Morton","The schoolmaster's trunk",NA,NA,1874,NA,NA
"Wright2-0750A",NA,"Dickens; Charles","The mystery of Edwin Drood",NA,NA,1873,NA,NA
"Wright2-0751",NA,"Dickinson; Anna E.","What answer?",NA,NA,1868,NA,NA
"Wright2-0752",NA,"Dimitry; Charles Patton","The house in Balfour-street",NA,NA,1868,NA,NA
"Wright2-0754",NA,"Disosway; E. T.","South Meadows",NA,NA,1874,NA,NA
"Wright2-0755",NA,"Ditson; G. L.","Crimora or Love's cross",NA,NA,1852,NA,NA
"Wright2-0756",NA,"Ditson; G. L.","The federati of Italy",NA,NA,1871,NA,NA
"Wright2-0757",NA,"Divoll; Willard.","The fatal stroke or The philosophy of intemperance",NA,NA,1869,NA,NA
"Wright2-0758",NA,"Dixon; Edward H.","Scenes in the practice of a New York surgeon",NA,NA,1855,NA,NA
"Wright2-0759",NA,"Dowcra; E. H.","The devil's race course",NA,NA,1854,NA,NA
"Wright2-0760",NA,"Doe; Charles H.","Buffets",NA,NA,1875,NA,NA
"Wright2-0761",NA,"Dollie.","Our own heroes",NA,NA,1863,NA,NA
"Wright2-0762",NA,"Donaldson; James Lowry","Sergeant Atkins",NA,NA,1871,NA,NA
"Wright2-0764",NA,"Anonymous","Dora Grafton or 'Every cloud has a silver lining'",NA,NA,1856,NA,NA
"Wright2-0765",NA,"Anonymous","Dora the heroine of the Cumberland or The American Amazon",NA,NA,1864,NA,NA
"Wright2-0766",NA,"Dorr; Julia C. R.","Expiation",NA,NA,1873,NA,NA
"Wright2-0767",NA,"Dorr; Julia C. R.","Farmingdale",NA,NA,1854,NA,NA
"Wright2-0768",NA,"Dorr; Julia C. R.","Lanmere",NA,NA,1856,NA,NA
"Wright2-0769",NA,"Dorr; Julia C. R.","Sibyl Huntington",NA,NA,1869,NA,NA
"Wright2-0770",NA,"Dorsey; Anna Hanson","Coaina",NA,NA,1867,NA,NA
"Wright2-0771v2",NA,"Dorsey; Anna Hanson","Conscience or The trials of May Brooke",NA,NA,1856,NA,NA
"Wright2-0772",NA,"Dorsey; Anna Hanson","The Flemmings",NA,NA,1869,NA,NA
"Wright2-0773",NA,"Dorsey; Anna Hanson","Nora Brady's vow ; and Mona the vestal",NA,NA,1869,NA,NA
"Wright2-0775",NA,"Dorsey; Anna Hanson","Woodreve Manor or Six months in town",NA,NA,1852,NA,NA
"Wright2-0776",NA,"Dorsey; Sarah A.","Agnes Graham",NA,NA,1869,NA,NA
"Wright2-0777",NA,"Dorsey; Sarah A.","Athalie or A Southern villeggiatura",NA,NA,1872,NA,NA
"Wright2-0778",NA,"Dorsey; Sarah A.","Lucia Dare",NA,NA,1867,NA,NA
"Wright2-0779",NA,"Doten; Lizzie","Hesper the home spirit",NA,NA,1859,NA,NA
"Wright2-0780",NA,"Doten; Lizzie","My affinity",NA,NA,1870,NA,NA
"Wright2-0781",NA,"Anonymous","The double suicide",NA,NA,1855,NA,NA
"Wright2-0783",NA,"Douglas; Amanda Minnie","Home nook or The crown of duty",NA,NA,1874,NA,NA
"Wright2-0784",NA,"Douglas; Amanda Minnie","In trust or Dr. Bertrand's household",NA,NA,1866,NA,NA
"Wright2-0785",NA,"Douglas; Amanda Minnie","Lucia",NA,NA,1872,NA,NA
"Wright2-0786",NA,"Douglas; Amanda Minnie","Stephen Dane",NA,NA,1867,NA,NA
"Wright2-0787",NA,"Douglas; Amanda Minnie","Sydnie Adriance or Trying the world",NA,NA,1869,NA,NA
"Wright2-0789",NA,"Douglas; Amanda Minnie","With fate against him",NA,NA,1870,NA,NA
"Wright2-0790",NA,"Doutney; T. Narcisse; Mrs.","An autobiography",NA,NA,1871,NA,NA
"Wright2-0791",NA,"Downing; Fanny Murdaugh","Nameless",NA,NA,1865,NA,NA
"Wright2-0792",NA,"Drake; Richard.","Revelations of a slave smuggler",NA,NA,1860,NA,NA
"Wright2-0793",NA,"Anonymous","The Startling and thrilling narrative of the dark and terrible deeds of Henry Madison",NA,NA,1857,NA,NA
"Wright2-0794",NA,"W. D.","Ligan",NA,NA,1857,NA,NA
"Wright2-0795",NA,"Duffy; Owen.","Walter Warren or the adventurer of the northern wilds",NA,NA,1854,NA,NA
"Wright2-0799",NA,"Duganne; A. J. H.","The tenant-house or Embers from poverty's hearthstone",NA,NA,1857,NA,NA
"Wright2-0800",NA,"Dumond; Annie Hamilton Nelles","Ravenia or The outcast redeemed",NA,NA,1872,NA,NA
"Wright2-0802",NA,"Brownjohn; Bellamy.","The Grecian bend",NA,NA,1868,NA,NA
"Wright2-0803",NA,"Brownjohn; Bellamy.","No throughfare",NA,NA,1868,NA,NA
"Wright2-0804",NA,"Duniway; Abigail Scott","Captain Gray's company or Crossing the plains and living in Oregon",NA,NA,1859,NA,NA
"Wright2-0805",NA,"Dupuy; Eliza A.","The adventures of a gentleman in search of Miss Smith",NA,NA,1852,NA,NA
"Wright2-0806",NA,"Dupuy; Eliza A.","All for love or The outlaw's bride",NA,NA,1873,NA,NA
"Wright2-0807",NA,"Dupuy; Eliza A.","Annie Selden or The concealed treasure",NA,NA,1854,NA,NA
"Wright2-0808",NA,"Dupuy; Eliza A.","Ashleigh",NA,NA,1854,NA,NA
"Wright2-0810",NA,"Dupuy; Eliza A.","The clandestine marriage",NA,NA,1875,NA,NA
"Wright2-0811",NA,"Dupuy; Eliza A.","The country neighborhood",NA,NA,1855,NA,NA
"Wright2-0812",NA,"Dupuy; Eliza A.","The dethroned heiress",NA,NA,1873,NA,NA
"Wright2-0813",NA,"Dupuy; Eliza A.","The discarded wife or Will she succeed",NA,NA,1875,NA,NA
"Wright2-0814",NA,"Dupuy; Eliza A.","Emma Walton or Trials and triumph",NA,NA,1854,NA,NA
"Wright2-0815",NA,"Dupuy; Eliza A.","Florence or The fatal vow",NA,NA,1852,NA,NA
"Wright2-0816",NA,"Dupuy; Eliza A.","The gipsy's warning",NA,NA,1873,NA,NA
"Wright2-0817",NA,"Dupuy; Eliza A.","The hidden sin",NA,NA,1874,NA,NA
"Wright2-0818",NA,"Dupuy; Eliza A.","How he did it",NA,NA,1871,NA,NA
"Wright2-0819",NA,"Dupuy; Eliza A.","The Huguenot exiles or The times of Louis XIV",NA,NA,1856,NA,NA
"Wright2-0820",NA,"Dupuy; Eliza A.","Michael Rudolph",NA,NA,1870,NA,NA
"Wright2-0821",NA,"Dupuy; Eliza A.","The mysterious guest",NA,NA,1873,NA,NA
"Wright2-0822",NA,"Dupuy; Eliza A.","The mysterious marriage",NA,NA,1858,NA,NA
"Wright2-0823",NA,"Dupuy; Eliza A.","A new way to win a fortune",NA,NA,1875,NA,NA
"Wright2-0824",NA,"Dupuy; Eliza A.","The planter's daughter",NA,NA,1857,NA,NA
"Wright2-0825",NA,"Dupuy; Eliza A.","The separation ; The divorce ; and The coquette's punishment",NA,NA,1851,NA,NA
"Wright2-0827",NA,"Dupuy; Eliza A.","Why did he marry her",NA,NA,1870,NA,NA
"Wright2-0828",NA,"Durivage; Francis A.","Life scenes",NA,NA,1853,NA,NA
"Wright2-0830",NA,"Dutcher; George M.","Disinthralled",NA,NA,1872,NA,NA
"Wright2-0831",NA,"Eastman; Mary Henderson","Aunt Phillis's cabin or Southern life as it is",NA,NA,1852,NA,NA
"Wright2-0832",NA,"Eastman; Mary Henderson","Fashionable life",NA,NA,1856,NA,NA
"Wright2-0834A",NA,"Edgerton; Wild.","Railroad life in America",NA,NA,1870,NA,NA
"Wright2-0835",NA,"Edgeville; Edward.","Castine",NA,NA,1865,NA,NA
"Wright2-0836",NA,"One of her descendants.","Edith or The Quaker's daughter",NA,NA,1856,NA,NA
"Wright2-0837",NA,"Edwards; C. R.","A story of Niagara",NA,NA,1870,NA,NA
"Wright2-0840",NA,"Edwards; Henry","The poor of New York",NA,NA,1865,NA,NA
"Wright2-0841",NA,"Eggleston; Edward","The circuit rider",NA,NA,1874,NA,NA
"Wright2-0842",NA,"Eggleston; Edward","The end of the world",NA,NA,1872,NA,NA
"Wright2-0843",NA,"Eggleston; Edward","The Hoosier school-master",NA,NA,1871,NA,NA
"Wright2-0844",NA,"Eggleston; Edward","The mystery of Metropolisville",NA,NA,1873,NA,NA
"Wright2-0845",NA,"Eggleston; George Cary","A man of honor",NA,NA,1873,NA,NA
"Wright2-0846",NA,"Elder; William","The enchanted beauty",NA,NA,1885,NA,NA
"Wright2-0847",NA,"Elder; William","Periscopics or Current subjects extemporaneously treated",NA,NA,1854,NA,NA
"Wright2-0851",NA,"Elemjay; Louise.","Rising young men",NA,NA,1859,NA,NA
"Wright2-0852",NA,"Fielding; James E.","Elizabeth Masters the doubly affianced",NA,NA,1859,NA,NA
"Wright2-0855",NA,"Ellet; E. F.","Love in a maze or The debutante's disenchantment",NA,NA,1865,NA,NA
"Wright2-0856",NA,"Ellet; E. F.","Nouvellettes of the musicians",NA,NA,1851,NA,NA
"Wright2-0858",NA,"Elliot; Samuel H.","Dreams and realities in the life of a pastor and teacher",NA,NA,1856,NA,NA
"Wright2-0860",NA,"Elliot; Samuel H.","The parish-side",NA,NA,1854,NA,NA
"Wright2-0861",NA,"Elliott; Charles Wyllys","Wind and whirlwind",NA,NA,1868,NA,NA
"Wright2-0862",NA,"Janvrin; Mary W.","Peace or The stolen will!",NA,NA,1857,NA,NA
"Wright2-0865",NA,"Emerson; N. S.","The history of Dungeon Rock",NA,NA,1856,NA,NA
"Wright2-0866",NA,"Emery; E. B.","Queens",NA,NA,1872,NA,NA
"Wright2-0872",NA,"Anonymous","Esperanza",NA,NA,1860,NA,NA
"Wright2-0873",NA,"Anonymous","Estelle Grant or The lost wife",NA,NA,1855,NA,NA
"Wright2-0874",NA,"Estvan; Mathilde.","Harry Delaware or An American in Germany",NA,NA,1872,NA,NA
"Wright2-0876",NA,"Evans; W. F.","The happy islands or Paradise restored",NA,NA,1860,NA,NA
"Wright2-0877",NA,"Anonymous","The eventful lives of Helen and Charlotte Lenoxa",NA,NA,1853,NA,NA
"Wright2-0878",NA,"Fabens; Joseph Warren","The camel hunt",NA,NA,1851,NA,NA
"Wright2-0879",NA,"Fabens; Joseph Warren","In the tropics",NA,NA,1863,NA,NA
"Wright2-0880",NA,"Fabens; Joseph Warren","The Prince of Kashna",NA,NA,1866,NA,NA
"Wright2-0885",NA,"Newbrough; J. B.","The fall of Fort Sumter or Love and war in 1860-61",NA,NA,1867,NA,NA
"Wright2-0886",NA,"Farmer; P. W.; Mrs.","Louisa Williams or The orphan bound-girl",NA,NA,1859,NA,NA
"Wright2-0887",NA,"Farnham; Eliza Woodson Burhans","The ideal attained",NA,NA,1865,NA,NA
"Wright2-0890",NA,"Anonymous","The Fatal secret or Crime and retribution!",NA,NA,1852,NA,NA
"Wright2-0891",NA,"Fawcett; Edgar","Purple and fine linen",NA,NA,1873,NA,NA
"Wright2-0892",NA,"Fay; Alice.","Lily Bell or The lost child",NA,NA,1857,NA,NA
"Wright2-0893",NA,"Anonymous","Fearful adventures in Pennsylvania's wilds or The startling narrative of Adelaide Lane",NA,NA,1857,NA,NA
"Wright2-0894",NA,"Anonymous","The female skeptic or Faith triumphant",NA,NA,1859,NA,NA
"Wright2-0895",NA,"Anonymous","The Female volunteer or The life and wonderful adventures of Miss Eliza Allen a young lady of Eastport Maine.",NA,NA,1851,NA,NA
"Wright2-0896",NA,"Field; Ada M.","Altha or Shells from the strand",NA,NA,1856,NA,NA
"Wright2-0899",NA,"Fields; Annie","Asphodel",NA,NA,1866,NA,NA
"Wright2-0913",NA,"Fleming; May Agnes","A mad marriage",NA,NA,1875,NA,NA
"Wright2-0917",NA,"Fleming; May Agnes","Silver star or The mystery of Fontelle Hall",NA,NA,1861,NA,NA
"Wright2-0918",NA,"Fleming; May Agnes","Sybil Campbell or The queen of the isle",NA,NA,1861,NA,NA
"Wright2-0919",NA,"Fleming; May Agnes","A terrible secret",NA,NA,1874,NA,NA
"Wright2-0920",NA,"Fleming; May Agnes","Victoria or The heiress of Castle Cliffe",NA,NA,1862,NA,NA
"Wright2-0942",NA,"Blount; Margaret.","A dangerous woman",NA,NA,1858,NA,NA
"Wright2-0945",NA,"Blount; Margaret.","Kitty Atherton or A broken life",NA,NA,1863,NA,NA
"Wright2-0958",NA,"Anonymous","The Frontiersmen",NA,NA,1854,NA,NA
"Wright2-0964",NA,"Fuller; Edwin W.","Sea-gift",NA,NA,1873,NA,NA
"Wright2-0971",NA,"Gage; Frances Dana","Elsie Magoon or The old still-house in the hollow",NA,NA,1867,NA,NA
"Wright2-0972",NA,"Gage; Frances Dana","Gertie's sacrifice or Glimpses at two lives",NA,NA,1869,NA,NA
"Wright2-0973",NA,"Gage; Frances Dana","Steps upward",NA,NA,1870,NA,NA
"Wright2-0975",NA,"Gardiner; Frederic","The island of life",NA,NA,1851,NA,NA
"Wright2-0976",NA,"Gardner.","The life and death of Sam in Virginia",NA,NA,1856,NA,NA
"Wright2-0978",NA,"Gardner; Celia E.","Tested or Hope's fruition",NA,NA,1874,NA,NA
"Wright2-0981",NA,"Gardner; H. C.; Mrs.","Glimpses of our lake region in 1863",NA,NA,1874,NA,NA
"Wright2-0982",NA,"Gardner; H. C.; Mrs.","Mehetabel",NA,NA,1878,NA,NA
"Wright2-0993A",NA,"James; Brother","Gerald O'Reilly or The triumph of principle",NA,NA,1856,NA,NA
"Wright2-0995",NA,"Anonymous","Gerard Carlton",NA,NA,1866,NA,NA
"Wright2-0997",NA,"Gersoni; Henry","Sketches of Jewish life and history",NA,NA,1873,NA,NA
"Wright2-1000",NA,"Aldrich; Thomas Bailey","Gifts of genius",NA,NA,1859,NA,NA
"Wright2-1002",NA,"Kirk; Edmund","Among the guerillas",NA,NA,1866,NA,NA
"Wright2-1003",NA,"Gilmore; James R.","Among the pines",NA,NA,1862,NA,NA
"Wright2-1004",NA,"Gilmore; James R.","Down in Tennessee",NA,NA,1864,NA,NA
"Wright2-1005",NA,"Gilmore; James R.","My southern friends",NA,NA,1863,NA,NA
"Wright2-1016",NA,"Grainger; Arthur M.","Golden feather; or The buccaneer of King's Bridge",NA,NA,1860,NA,NA
"Wright2-1018",NA,"Anonymous","The Great ""Trunk Mystery"" of New York City",NA,NA,1871,NA,NA
"Wright2-1018A",NA,"Greeley; Robert F.","Cedar Cliff or The mystery of the haunted acre",NA,NA,1872,NA,NA
"Wright2-1033",NA,"Allen; William G.","Autographs for freedom",NA,NA,1853,NA,NA
"Wright2-1034",NA,"Abbott; Jacob","Autographs for freedom",NA,NA,1854,NA,NA
"Wright2-1035",NA,"Smith; F. Irene Burge","Asleep",NA,NA,1871,NA,NA
"Wright2-1036",NA,"Smith; F. Irene Burge","The bishop and Nanette",NA,NA,1873,NA,NA
"Wright2-1039",NA,"Griswold; V. M.","Hugo Blanc the artist",NA,NA,1867,NA,NA
"Wright2-1039A",NA,"Guernsey; Clara F.","The merman and the figure-head",NA,NA,1871,NA,NA
"Wright2-1041",NA,"Guernsey; Lucy Ellen","Lady Rosamond's book",NA,NA,1874,NA,NA
"Wright2-1051",NA,"Hale; Edward Everett","Christmas Eve and Christmas Day",NA,NA,1873,NA,NA
"Wright2-1052",NA,"Hale; Edward Everett","His level best and other stories",NA,NA,1873,NA,NA
"Wright2-1053",NA,"Hale; Edward Everett","If yes and perhaps",NA,NA,1868,NA,NA
"Wright2-1054",NA,"Hale; Edward Everett","In His name",NA,NA,1873,NA,NA
"Wright2-1055",NA,"Hale; Edward Everett","The Ingham papers",NA,NA,1869,NA,NA
"Wright2-1056",NA,"Hale; Edward Everett","The man without a country",NA,NA,1865,NA,NA
"Wright2-1057",NA,"Hale; Edward Everett","Our new crusade",NA,NA,1875,NA,NA
"Wright2-1058",NA,"Hale; Edward Everett","Six of one by half a dozen of the other",NA,NA,1872,NA,NA
"Wright2-1059",NA,"Hale; Edward Everett","Sybaris and other homes",NA,NA,1869,NA,NA
"Wright2-1060",NA,"Hale; Edward Everett","Ten times one is ten",NA,NA,1871,NA,NA
"Wright2-1083",NA,"Hammond; Henrietta Hardy","Her waiting heart",NA,NA,1875,NA,NA
"Wright2-1084",NA,"Hammond; S. H.","Country margins and rambles of a journalist",NA,NA,1855,NA,NA
"Wright2-1085",NA,"Hammond; William Alexander","Robert Severne his friends and his enemies",NA,NA,1867,NA,NA
"Wright2-1086",NA,"Hampden; Allen.","Hartley Norman",NA,NA,1859,NA,NA
"Wright2-1101",NA,"Harrelle; Albert J.","The life and private confessions of an ex-convict",NA,NA,1875,NA,NA
"Wright2-1115",NA,"Harte; Bret","Condensed novels",NA,NA,1867,NA,NA
"Wright2-1116",NA,"Harte; Bret","Condensed novels",NA,NA,1871,NA,NA
"Wright2-1118",NA,"Harte; Bret","The luck of Roaring Camp",NA,NA,1870,NA,NA
"Wright2-1119",NA,"Harte; Bret","Mrs. Skaggs's husbands",NA,NA,1873,NA,NA
"Wright2-1120",NA,"Harte; Bret","Mliss",NA,NA,1873,NA,NA
"Wright2-1121",NA,"Harte; Bret","Tales of the Argonauts",NA,NA,1875,NA,NA
"Wright2-1132",NA,"Hawthorne; Julian","Bressant",NA,NA,1873,NA,NA
"Wright2-1133",NA,"Hawthorne; Julian","Idolatry",NA,NA,1874,NA,NA
"Wright2-1134",NA,"Hawthorne; Nathaniel","The Blithedale romance",NA,NA,1852,NA,NA
"Wright2-1135",NA,"Hawthorne; Nathaniel","The house of seven gables",NA,NA,1851,NA,NA
"Wright2-1136v1",NA,"Hawthorne; Nathaniel","The marble faun or The romance of Monti Beni vol. 1",NA,NA,1860,NA,NA
"Wright2-1136v2",NA,"Hawthorne; Nathaniel","The marble faun or The romance of Monti Beni vol. 2",NA,NA,1860,NA,NA
"Wright2-1137v2",NA,"Hawthorne; Nathaniel","The marble faun or The romance of Monte Beni vol. 2",NA,NA,1860,NA,NA
"Wright2-1138v1",NA,"Hawthorne; Nathaniel","Mosses from an old manse vol. 1",NA,NA,1854,NA,NA
"Wright2-1138v2",NA,"Hawthorne; Nathaniel","Mosses from an old manse vol. 2",NA,NA,1854,NA,NA
"Wright2-1139",NA,"Hawthorne; Nathaniel","Septimius Felton or The elixir of life",NA,NA,1872,NA,NA
"Wright2-1140",NA,"Hawthorne; Nathaniel","The snow-image and other twice-told tales",NA,NA,1852,NA,NA
"Wright2-1156",NA,"Hentz; Caroline Lee","Courtship and marriage or The joys and sorrows of American life",NA,NA,1856,NA,NA
"Wright2-1158",NA,"Hentz; Caroline Lee","Ernest Linwood",NA,NA,1856,NA,NA
"Wright2-1159",NA,"Hentz; Caroline Lee","Helen and Arthur or Miss Thusa's spinning wheel",NA,NA,1853,NA,NA
"Wright2-1160",NA,"Hentz; Caroline Lee","The lost daughter",NA,NA,1857,NA,NA
"Wright2-1161",NA,"Hentz; Caroline Lee","Marcus Warland or The Long Moss Spring",NA,NA,1852,NA,NA
"Wright2-1162",NA,"Hentz; Caroline Lee","The mob cap",NA,NA,1852,NA,NA
"Wright2-1163v1",NA,"Hentz; Caroline Lee","The planter's Northern bride vol. 1",NA,NA,1854,NA,NA
"Wright2-1164",NA,"Hentz; Caroline Lee","Rena or The snow bird",NA,NA,1851,NA,NA
"Wright2-1165",NA,"Hentz; Caroline Lee","Robert Graham",NA,NA,1855,NA,NA
"Wright2-1166",NA,"Hentz; Caroline Lee","Ugly Effie or The neglected one and the pet beauty",NA,NA,1852,NA,NA
"Wright2-1167",NA,"Hentz; Caroline Lee","The victim of excitement",NA,NA,1853,NA,NA
"Wright2-1168",NA,"Hentz; Caroline Lee","The banished son",NA,NA,1856,NA,NA
"Wright2-1249v1",NA,"Holmes; Oliver Wendell","Elsie Venner vol. 1",NA,NA,1861,NA,NA
"Wright2-1249v2",NA,"Holmes; Oliver Wendell","Elsie Venner vol. 2",NA,NA,1861,NA,NA
"Wright2-1271",NA,"Hosmer; Hezekiah L.","Adela the octoroon",NA,NA,1860,NA,NA
"Wright2-1272",NA,"Hosmer; Hezekiah L.","The octoroon",NA,NA,1863,NA,NA
"Wright2-1287",NA,"Howells; William Dean","A chance acquaintance",NA,NA,1873,NA,NA
"Wright2-1288",NA,"Howells; William Dean","A foregone conclusion",NA,NA,1875,NA,NA
"Wright2-1289",NA,"Howells; William Dean","Their wedding journey",NA,NA,1872,NA,NA
"Wright2-1314",NA,"Ilsley; Charles P.","Forest and shore or Legends of the Pine-tree state",NA,NA,1856,NA,NA
"Wright2-1315",NA,"Ingraham; J. H.","Mortimer or The bankrupt's heiress",NA,NA,1865,NA,NA
"Wright2-1319A",NA,"Ingraham; J. H.","Rivingstone or The young ranger hussar",NA,NA,1855,NA,NA
"Wright2-1383",NA,"Hazel; Harry","The brigand or The mountain chief",NA,NA,1852,NA,NA
"Wright2-1384",NA,"Hazel; Harry","The doomed ship or The wreck of the Arctic regions",NA,NA,1864,NA,NA
